,MC dropout 400,MC dropout 400,MC dropout 400,MC dropout 400,MC dropout 400,PBP,PBP,PBP,PBP,PBP,PNN,PNN,PNN,PNN,PNN,PNN-E,PNN-E,PNN-E,PNN-E,PNN-E,NLM,NLM,NLM,NLM,NLM,NLM-E,NLM-E,NLM-E,NLM-E,NLM-E,DNNC-R,DNNC-R,DNNC-R,DNNC-R,DNNC-R
,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw
0,0.5858659755495752,0.318841737821175,-0.8067180573429501,0.95625,2.3115792111987856,0.5902353355097403,0.3284713553829572,-0.8904594449273345,0.9465277777777777,2.3395197516988397,0.5904260995019196,0.31640528371051047,-0.7790116090328458,0.9416666666666667,2.067245377651611,0.5474995519944955,0.2964013128464419,-0.7081938100975694,0.9694444444444444,2.393459271273591,0.5732398294138618,0.30853985001531414,-0.7428524965494274,0.9625,2.4259637557054643,0.5641820163150674,0.30337248918888715,-0.7209564313295489,0.9680555555555556,2.35151599342948,0.5292970842597576,0.27467607279340817,-0.0734660260118222,0.9604166666666667,2.2614521432205335
1,0.5761742704646166,0.3175256016697193,-0.8225459083560454,0.9729166666666667,2.586040528197741,0.5849809900518735,0.32576168890816476,-0.8815687144257305,0.9465277777777777,2.32231732748563,0.5738287725964333,0.3058362484735839,-0.7227317900897096,0.9423611111111111,2.033127770564893,0.5550519952881748,0.2983267380972054,-0.7131223185319229,0.9694444444444444,2.304427477652596,0.5643875016476328,0.2994037874773929,-0.6936315100531255,0.9569444444444445,2.1915046354016567,0.5721672789023893,0.3055573231422937,-0.7304667805931225,0.9541666666666667,2.1652650111096294,0.5359852744505307,0.2784388387366774,-0.09561908762595493,0.9597222222222223,2.3522254129170292
2,0.5729280874235481,0.3127321612118399,-0.7450155901081355,0.9729166666666667,2.54041943500905,0.5803645619648179,0.3237152886407223,-0.873327780277626,0.9430555555555555,2.315269506122422,0.5746940092769705,0.34861062427716455,-0.7633155725522397,0.9722222222222222,3.1731758342681418,0.5540389372414708,0.3228053578821393,-0.7334697473903142,0.9659722222222222,2.7687788312891612,0.5745742406886728,0.30786846970957343,-0.7367758112279671,0.9548611111111112,2.206465902162632,0.561374235647951,0.5664244017576733,-0.7547919651156154,0.9680555555555556,6.799118122003124,0.5211940302065559,0.26859494380456916,-0.05704548074600938,0.9673611111111111,2.2853134592403093
3,0.5310737845538707,0.29004743278520134,-0.6191119458342598,0.9722222222222222,2.4015233619107987,0.5908075868408891,0.3286482893500824,-0.890608332372872,0.9451388888888889,2.335136959245379,0.5778202461621514,0.3061733245506807,-0.7222664295569925,0.9555555555555556,2.1652902956449873,0.5504513617312001,0.34155182512616383,-0.7275003617484318,0.9743055555555555,3.171706723730429,0.5642948276188724,0.30098844454967577,-0.6984825632354196,0.9534722222222223,2.1907262650542685,0.5717512836605818,0.3049942552530139,-0.719746117414436,0.9631944444444445,2.254110359218505,0.5223312692892124,0.26931949196997784,-0.04831119970622893,0.9590277777777778,2.1733718999529823
4,0.5772425794610644,0.3328165605317111,-0.8013123206563544,0.9680555555555556,2.890154688961258,0.5964179932018675,0.33175521694847504,-0.9004004046257585,0.9451388888888889,2.365467811635489,0.5892561145457474,0.31238959703124414,-0.7412000879296684,0.9520833333333333,2.166147938486341,0.5567488813906207,0.3360906755434692,-0.7330024337371247,0.9715277777777778,3.009461344528275,0.5974351214564646,0.3974928525709861,-0.8231388596654976,0.9659722222222222,3.7468870091559885,0.5719273358406173,0.3060454668134811,-0.7423882208652708,0.9638888888888889,2.3091269747105883,0.5231731113927426,0.27037141480751364,-0.06196095834862108,0.9604166666666667,2.213713611000297
5,0.5486609465545134,0.3034207049683576,-0.6331835102117063,0.9729166666666667,2.574230180514986,0.5868183839649663,0.3273474276173389,-0.8845931274470614,0.94375,2.33633564812994,0.5671090842496077,0.30722421385055415,-0.7481936233565575,0.9611111111111111,2.2176516078412116,0.5546228587618257,0.30383395718267026,-0.723306685000164,0.9666666666666667,2.412583942955512,0.5755166465631579,0.3064746142752577,-0.7102660886370409,0.9347222222222222,1.969275437880648,0.5851987021020446,0.3177916577181633,-0.7534725836811396,0.9736111111111111,2.5021611619360162,0.5408342034144286,0.283184759069456,-0.1202139210326142,0.9611111111111111,2.443564482759697
6,0.5524064235785529,0.3014079059458685,-0.7410822076586123,0.9729166666666667,2.3100952073903165,0.5863209913145562,0.32652641715346914,-0.8833205362908997,0.9416666666666667,2.3286716898133433,0.5649244084646263,0.2997734288027992,-0.7044574040253017,0.9493055555555555,2.0984058126215737,0.5535491765560595,0.40181188641104587,-0.7408299681551713,0.96875,4.087648872917937,0.5812134932237404,0.3097583152826696,-0.7411106181993868,0.9263888888888889,2.0392440438402883,0.5737740467273728,0.3205599312392696,-0.7454982202818589,0.9611111111111111,2.5834605337162295,0.5258248463562818,0.2730505187649115,-0.07924203426949293,0.9638888888888889,2.3261052435143736
7,0.5798704192425481,0.30953712860705845,-0.7720230259375026,0.9819444444444444,2.599273985134421,0.5815081334688749,0.3248660024043082,-0.8753087099567821,0.9513888888888888,2.3185613138651466,0.5725370848409375,0.3060475408633826,-0.7243285022196694,0.9680555555555556,2.37273173129258,0.5416083842836946,0.3064612588285862,-0.7290091744272331,0.9708333333333333,2.5627038602740235,0.5922025113429414,0.3210550714648625,-0.8036653743095037,0.9680555555555556,2.5123326897271387,0.5592395600313689,0.29862827240307804,-0.710979526546821,0.9680555555555556,2.2730263799439725,0.5143967772127139,0.2637056202264905,-0.03369748760039682,0.9611111111111111,2.1654154634857745
8,0.6590221379190451,1.011066170756327,-0.8528394670195967,0.9680555555555556,14.08553373887266,0.5964461582748055,0.332390484067568,-0.900966484577551,0.9465277777777777,2.3729289322730502,0.6006317379682099,0.3139203907399147,-0.7366432618923331,0.9583333333333334,2.295385114065252,0.5581229520158749,0.29861890244533534,-0.7195058864933562,0.9694444444444444,2.3913061654512737,0.5987456875755442,0.3947256681015952,-0.8763283437698707,0.9743055555555555,3.953659826589799,0.5780157066792649,0.39113649213964047,-0.785961144254289,0.9652777777777778,3.7606362954095953,0.5362103744010783,0.27794707161057636,-0.0993359404005471,0.9583333333333334,2.3227327197804004
