,MC dropout 400,MC dropout 400,MC dropout 400,MC dropout 400,MC dropout 400,PBP,PBP,PBP,PBP,PBP,PNN,PNN,PNN,PNN,PNN,PNN-E,PNN-E,PNN-E,PNN-E,PNN-E,NLM,NLM,NLM,NLM,NLM,NLM-E,NLM-E,NLM-E,NLM-E,NLM-E,DNNC-R,DNNC-R,DNNC-R,DNNC-R,DNNC-R
,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw
0,2.4841359627129376,0.9755529805683374,-1.807432285793174,0.9912280701754386,9.528790917973705,2.3219453667104877,1.262049772031737,-2.258754170570306,0.956140350877193,9.960929514657677,3.0417049708289015,1.2411316597833355,-2.057663339910638,0.9298245614035088,8.409243913929636,2.462616788029714,1.0757193442608466,-1.9724940187160993,0.9890350877192983,9.589049287738204,2.489909132128167,1.1192197951190104,-2.009427435077662,0.9868421052631579,9.570253220640335,2.6518747693654974,1.1079682146959116,-1.9925783571485791,0.9824561403508771,9.945072727475875,2.7504488527632356,1.3411406456119714,-2.1861162224869077,0.956140350877193,12.174612426274939
1,2.2363743813412666,0.9426414679102114,-1.8205280086957356,0.9780701754385965,8.497005671466413,2.3407735350065493,1.2532735020256023,-2.265543828221216,0.9692982456140351,10.015949384720672,2.651796801786051,1.1179811291114212,-1.9504590922118836,0.9758771929824561,8.87103201408102,2.8609383259575325,1.307027418041359,-2.087139763801891,0.9824561403508771,13.236975720409536,2.6791589219313137,1.1350978699483818,-1.9890800052016668,0.9802631578947368,9.256296666036357,2.4618833974645558,1.1435133153295878,-2.01887978207924,0.9890350877192983,11.77723665976176,3.0694265694425833,1.5126820600525326,-2.330280471514408,0.9627192982456141,14.689541954892057
2,2.5581335544538506,0.9637449126841502,-1.7732746781927695,0.9824561403508771,8.713642937779666,2.398599412840631,1.2865137267442563,-2.2936149496338363,0.9671052631578947,10.410525842725125,3.0017398367463017,1.2564718198308769,-2.0444341090585985,0.9320175438596491,8.056860724283021,2.7623241523221704,1.1007029298986957,-1.9391691376503286,0.9868421052631579,9.257129466628946,2.5841964999227187,1.0782124612844437,-1.9264873590318652,0.9758771929824561,8.774840476617564,2.6131498994653484,1.081878819093816,-1.9504253585252898,0.9824561403508771,10.17655262160522,2.9459926374123846,1.458000823457927,-2.288496087517811,0.9605263157894737,13.896564878104543
3,2.794398131544115,1.0228061140829725,-1.7977600957577935,0.9890350877192983,10.05925106756148,2.3643334944913583,1.274624666312829,-2.272763452459794,0.9671052631578947,10.050532957414429,3.0690060065199893,1.2304022179447665,-2.000034023944134,0.9583333333333334,8.357267975392517,2.659721379121242,1.1147871081946086,-1.9672061733402437,0.993421052631579,10.190899601528468,2.935522912431037,1.1383259479875751,-1.9197486999831488,0.9758771929824561,8.738283015206468,2.799375511656546,1.2221704224104064,-2.118079298672589,0.9956140350877193,12.509365199170274,3.054135394236053,1.498462304101424,-2.284359048084917,0.956140350877193,13.949661420095701
4,2.731673273207001,0.8621049753995569,-1.6444717620533016,0.9583333333333334,6.476897837173746,2.4727538627896664,1.3258793981177122,-2.3120429195603713,0.956140350877193,10.20357794024674,2.9780487435422005,1.1710086769774284,-1.9749424479866307,0.9495614035087719,8.111801555324627,2.6708098001751353,1.0570505518929663,-1.9465938592842742,0.9824561403508771,9.67095826376583,2.930674870964648,1.0768489345997738,-1.9059623155873324,0.9758771929824561,9.015938468791113,2.712443562619357,1.1139009445466468,-2.020033629857911,0.993421052631579,11.553018015360603,2.547099460097299,1.2537003779768996,-2.1257632795619528,0.9583333333333334,11.425288455738933
5,2.9189394242096327,1.0039648283799,-1.7591274773405714,0.993421052631579,8.783907630669459,2.3845267140310358,1.2784946636254526,-2.2819180629420943,0.9583333333333334,10.086718106006801,3.1429730547476713,1.2626365870100076,-2.0444005645883183,0.9605263157894737,9.065924571440004,2.75718656202476,1.1310079253303518,-2.001393184255436,0.9912280701754386,10.61425884463306,2.9850888977017385,1.1738444023177512,-1.9724251799104737,0.9802631578947368,9.744704190533758,2.8166028886931134,1.1512359954830556,-2.0166303463224233,0.9868421052631579,10.888966576142238,2.498829250945508,1.2658975804887824,-2.1673522024893965,0.9583333333333334,11.569708282130136
6,2.076765536662645,0.9490079685318716,-1.8341618644755493,0.9868421052631579,8.604074269776639,2.226275113575119,1.205097613372618,-2.223375651530103,0.9605263157894737,9.623904401681708,2.4289129611008207,1.202682008447388,-2.1061357027565126,0.9407894736842105,8.908032590236662,2.124337181404547,1.0046278319235387,-1.9255528945046383,0.9868421052631579,9.148966371682706,2.2475694350178173,1.002414418078114,-1.8727630332863543,0.9780701754385965,7.782755361996018,2.1129228288336592,0.9859135597228543,-1.9154777963971268,0.9890350877192983,9.355460733607105,2.7586039429942057,1.3576525011009177,-2.1988476324671717,0.9692982456140351,12.533678523502754
7,2.523612015158259,1.2194181121482206,-2.093316511780968,0.9890350877192983,13.045886944968291,2.264263624932161,1.2281069412575913,-2.2410047022802377,0.9627192982456141,10.033434157096952,3.150600222196605,1.2716356120759622,-2.0532496784166696,0.9539473684210527,8.407819434525141,2.6819057399329718,1.1107104892581448,-1.9820465376111762,0.9780701754385965,10.136170316789189,3.06861589866869,1.163718835824876,-1.9699870555284393,0.9868421052631579,10.420511794299948,2.4276660122748606,1.055102792954962,-1.9655310414409912,0.993421052631579,10.766096326948533,2.692206801293157,1.3070959362964767,-2.122648175912925,0.9649122807017544,11.332941913240528
8,2.1528158716987975,0.9736331566351208,-1.8098264876536236,0.9846491228070176,10.21667707102841,2.3838152419014853,1.2726644197841575,-2.284106078441975,0.9627192982456141,10.095672237943399,2.3651266724766304,1.0382374739160285,-1.874525380058694,0.9495614035087719,7.180469539200664,2.3636160319697694,1.057636587042731,-1.9392117592479357,0.9868421052631579,9.544731915664254,2.3523881929207557,1.0167875164301872,-1.88284443552182,0.9802631578947368,8.519512539330789,2.2304956520916717,0.9934408915967079,-1.9048508076597417,0.9912280701754386,9.390773768626097,2.550902846929563,1.2796547176231916,-2.1629373925568705,0.9649122807017544,11.640367980286598
