,MC dropout 400,MC dropout 400,MC dropout 400,MC dropout 400,MC dropout 400,PBP,PBP,PBP,PBP,PBP,PNN,PNN,PNN,PNN,PNN,PNN-E,PNN-E,PNN-E,PNN-E,PNN-E,NLM,NLM,NLM,NLM,NLM,NLM-E,NLM-E,NLM-E,NLM-E,NLM-E,DNNC-R,DNNC-R,DNNC-R,DNNC-R,DNNC-R
,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw,rmse,crps,log_score,picp,mpiw
0,0.08414701825883417,0.045622053093715795,1.119822561178849,0.9675883537813588,0.34740285327177123,0.1003734500526535,0.05567086678979422,0.8707707102837602,0.9619117377769639,0.434993379011786,0.08234861076149758,0.04492265231921476,1.1355964946111057,0.9749130195934811,0.3758511663617466,0.07222990304417025,0.03893481372791408,1.2746071414988476,0.9869987181834828,0.33823433163555783,0.08158678104078478,0.04219115668544556,1.2306093451222184,0.978209119208936,0.3466482329758686,0.07295045024607091,0.038435606929755686,1.2953030741109277,0.987548068119392,0.33490531992555655,0.08922454516845614,0.053258592737585674,0.8264480252418442,0.9675883537813588,0.4621733910084689
1,0.07996573206841973,0.04303225758598811,1.1749373080457275,0.9835195019227247,0.3547693409074344,0.09812887741817004,0.0545846875913226,0.8910597881345458,0.9637429042299945,0.4304164517065448,0.08896476584260733,0.04694826035173464,1.1297273180789755,0.946346822926204,0.3217468023452255,0.0733322563180561,0.03955525125014902,1.2468293070939107,0.9912104010254532,0.3611294296828228,0.07807921318209528,0.042037354248311835,1.2010629295214796,0.9859000183116645,0.36595437513631024,0.07406442032626447,0.03913320646221662,1.2736048643979565,0.9904779344442409,0.3476551225638881,0.08999712810443473,0.05344826180997272,0.8250649454962481,0.9642922541659037,0.4624034019823906
2,0.08023904938424954,0.042792049064108495,1.17946991282574,0.974546786302875,0.3474639079312131,0.09733694738360843,0.05434710048116949,0.9007558072085657,0.9642922541659037,0.42332797545733175,0.08072321452360019,0.04244390553197849,1.2235922180840828,0.9626442043581761,0.3103731418082262,0.07011083517953316,0.03813321683423499,1.279198302252162,0.9908441677348471,0.347608447535571,0.07506968299902153,0.04007530395977004,1.2549631784678055,0.9877311847646951,0.35520291967763223,0.07003082941928138,0.03747779145453559,1.3032821038771207,0.9928584508331807,0.34104423158128083,0.08689023812779581,0.053030463857262525,0.8232503883139688,0.9648416041018129,0.4694765798045932
3,0.08425957519506388,0.04723937870994089,1.075623975276484,0.9848013184398462,0.42837175288086565,0.10165333296963519,0.0564539980888351,0.8575462927824489,0.9628273210034792,0.44165672956270147,0.09360177886700499,0.04904996511979834,1.086416146153758,0.9683208203625709,0.3670125084983505,0.07480123162193197,0.04032690427642946,1.2364838138852474,0.9880974180553013,0.3520569730212067,0.0787721933517404,0.043359566746300746,1.1562734252831415,0.9959714338033328,0.4240929284135277,0.07385332460377537,0.03912788896780673,1.2730275587459272,0.9912104010254532,0.343948405016765,0.08734177142312015,0.05170771105542452,0.8669081300041653,0.9630104376487822,0.435927261684694
4,0.07964029455130332,0.04367732809388664,1.1371921941180678,0.9895623512177257,0.3939469445377334,0.09852827549899301,0.05487265688586634,0.8881729960564095,0.9648416041018129,0.42949727367950413,0.09581140073557885,0.0516781562191606,1.0244272410242659,0.9569675883537814,0.3701395550694215,0.07363371627282869,0.039584217451354035,1.2477089551463003,0.9902948177989379,0.35804806103278575,0.07948925697206465,0.04227283192131194,1.1998792558119467,0.9866324848928768,0.3647780956275365,0.07319769826049578,0.03851709040781558,1.2937566324219318,0.9891961179271196,0.33505692464147496,0.08955806586585534,0.05378728215727284,0.8192004964304098,0.9613623878410548,0.463048455438139
5,0.07865355915495842,0.0430677209411003,1.1687312595546342,0.9794909357260575,0.35644656632654886,0.10390652282646809,0.05798636643864765,0.8324504048785382,0.9650247207471159,0.4587786341641051,0.08593057355480287,0.044928770571022764,1.179066559024774,0.9648416041018129,0.33875134511231875,0.076956985241459,0.04077228462974386,1.2345216995438348,0.987548068119392,0.3555553536830241,0.08253966725278063,0.04260231959929189,1.2289741697971204,0.9774766526277239,0.3430321380360361,0.07507161449951713,0.03945958347525803,1.2723362679340209,0.990661051089544,0.35335589918902033,0.0881793354096681,0.05243162515425504,0.856540578450424,0.9597143380333272,0.4462790709542375
6,0.0768132132620408,0.041481534688418434,1.2142042375691622,0.9824208020509064,0.34545746916986786,0.10189991931197309,0.056921041482473525,0.8497635032033382,0.9657571873283282,0.45450611988513084,0.0831878689544477,0.04373777859813888,1.1992425538886837,0.9412195568577184,0.2870597443723849,0.07512931842608114,0.04017996188155592,1.2402089197321646,0.9915766343160594,0.36395846548391236,0.07833394653684646,0.04140967122614853,1.2363882889829632,0.9794909357260575,0.34231748947423263,0.07495453579373976,0.03944815734445447,1.2725187705817518,0.9917597509613624,0.3490353620673698,0.08755246770122171,0.05146522763340198,0.887444541416232,0.9633766709393884,0.42549496652897006
7,0.08017662628054077,0.04335553722235118,1.1603417458830159,0.9864493682475737,0.3792397928356004,0.09655767492021379,0.0537521987984999,0.9069625989663048,0.9646584874565098,0.4240806485584056,0.07754202979987927,0.041794471930841695,1.2271834686178795,0.9595312213880242,0.30422452367085867,0.07145155073370732,0.038528466558403085,1.2768696679845775,0.9908441677348471,0.350939649199753,0.07557867449277036,0.039022589994776154,1.3034584456439475,0.9776597692730269,0.3195984950464335,0.07024023470507816,0.03704012343964379,1.3279304545933337,0.9884636513459073,0.3231477071625287,0.08506344957148766,0.051124149306141835,0.8580476669786095,0.9641091375206006,0.44669872646561326
